timestamp,open,high,low,close,volume
2023-11-27 14:00:00,15969.72012369908,15996.47816227679,15932.19275909873,15967.83769850334,
2023-11-27 15:00:00,15968.78899364599,16007.48184823634,15961.53615821023,15999.00533256722,
2023-11-27 16:00:00,15998.93061233745,16020.75513671191,15967.70682921379,16013.32770779915,
2023-11-27 17:00:00,16013.37650881834,16032.84989185503,16008.58109898722,16031.25796478034,
2023-11-27 18:00:00,16031.44614654855,16045.30030681593,16004.71730633386,16010.18405240748,
2023-11-27 19:00:00,16010.79611533417,16014.4699634584,15962.77193379398,15981.64925907424,
2023-11-27 20:00:00,15981.66304970177,16003.75534591709,15957.6335941728,15963.20976604409,
2023-11-27 21:00:00,15962.38506773435,15962.38506773435,15961.98084449031,15961.98084449031,
2023-11-28 14:00:00,15940.29380661089,15970.83064519958,15921.06763943276,15927.68950955237,
2023-11-28 15:00:00,15927.97734173127,16005.11893436137,15926.41406655362,15974.33723515584,
2023-11-28 16:00:00,15974.16607559844,16031.51521632991,15965.46747707244,16014.40186028712,
2023-11-28 17:00:00,16015.14570199515,16019.04528716325,15971.22827936855,15984.94963575092,
2023-11-28 18:00:00,15985.12666136762,15985.12666136762,15933.03115297911,15962.1673848978,
2023-11-28 19:00:00,15962.34880464442,15985.737626123,15947.85449585577,15980.57006923229,
2023-11-28 20:00:00,15980.81852020668,16012.60517265101,15952.9812407201,16008.32038146834,
2023-11-28 21:00:00,16011.25591367415,16011.25591367415,16010.42910672678,16010.42910672678,
2023-11-29 14:00:00,16111.36274602076,16166.51181001333,16110.6505277532,16153.30137569345,
2023-11-29 15:00:00,16154.62738132715,16162.81815004174,16051.82872690901,16084.06044656116,
2023-11-29 16:00:00,16084.03444235516,16084.18163193183,15996.43873704304,16029.09511332881,
2023-11-29 17:00:00,16029.34285534573,16058.41377068332,16017.18284888712,16054.64696207791,
2023-11-29 18:00:00,16054.8090271368,16060.34870377439,16022.58626712553,16039.30886621474,
2023-11-29 19:00:00,16039.4018584471,16045.52155183934,16002.15981613322,16026.54922927235,
2023-11-29 20:00:00,16026.31357277251,16026.99069031294,15976.68892828105,15988.1157890122,
2023-11-29 21:00:00,15987.37007440526,15987.60073504115,15987.37007440526,15987.60073504115,
2023-11-30 14:00:00,15987.66330022074,16013.48099894327,15917.54296853429,15942.55620139837,
2023-11-30 15:00:00,15944.07413703906,15960.42375270863,15850.77072949543,15885.36250674271,
2023-11-30 16:00:00,15885.11164033469,15894.22322155867,15833.94878163883,15833.94878163883,
2023-11-30 17:00:00,15834.01898863536,15877.42391230639,15830.22351580597,15870.89549792491,
2023-11-30 18:00:00,15870.82952357744,15870.82952357744,15825.6679997384,15841.26725616777,
2023-11-30 19:00:00,15841.392338436,15893.07344455533,15841.1058571017,15891.12145630266,
2023-11-30 20:00:00,15891.19571545743,15956.70160590601,15838.63449708269,15947.02720576059,
2023-11-30 21:00:00,15948.82304074209,15948.82304074209,15947.86949623096,15947.86949623096,
2023-12-01 14:00:00,15892.58625559371,15907.34479060226,15842.34802474265,15879.9522222999,
2023-12-01 15:00:00,15895.35435886007,15925.38637929828,15834.92675512712,15882.68795657998,
2023-12-01 16:00:00,15882.93918029715,15978.73310107842,15858.73588277192,15961.00751008545,
2023-12-01 17:00:00,15961.3299609611,16013.75015824908,15948.92180843692,16004.93631904312,
2023-12-01 18:00:00,16004.49702758371,16006.67918922365,15956.02850970897,15962.21372418094,
2023-12-01 19:00:00,15962.35425577535,15997.24767783834,15959.09804905818,15997.24767783834,
2023-12-01 20:00:00,15997.12378190081,16003.79654147169,15973.62775790147,15994.1492265691,
2023-12-01 21:00:00,15996.98810174749,15997.57892552685,15996.98810174749,15997.57892552685,
2023-12-04 14:00:00,15837.12275312861,15844.65678679702,15797.86042436148,15811.14999121395,
2023-12-04 15:00:00,15811.57054549082,15837.77062785874,15695.5835568797,15708.91361443441,
2023-12-04 16:00:00,15708.87109332635,15797.7079572356,15702.07852395184,15795.52260791277,
2023-12-04 17:00:00,15795.53054739433,15834.80239803294,15788.43492721862,15832.98905818982,
2023-12-04 18:00:00,15833.16816934819,15833.6493833864,15790.388560313,15792.23857087161,
2023-12-04 19:00:00,15792.10438247765,15810.61694150514,15767.06736643545,15797.92541433244,
2023-12-04 20:00:00,15797.87110379285,15852.44770012874,15778.96833112344,15839.03191645348,
2023-12-04 21:00:00,15839.72417242294,15839.72417242294,15839.66922283435,15839.66922283435,
2023-12-05 14:00:00,15763.65476634115,15834.29896629582,15760.58799894921,15827.53258646033,
2023-12-05 15:00:00,15826.44140477194,15931.31163199711,15826.44140477194,15923.4529428437,
2023-12-05 16:00:00,15923.34226432277,15931.84187440924,15809.83877259824,15839.40584354814,
2023-12-05 17:00:00,15840.33185239052,15866.8239881404,15805.13512544565,15844.61486398201,
2023-12-05 18:00:00,15844.41661763831,15862.22071988221,15829.11152325309,15844.03355933575,
2023-12-05 19:00:00,15844.33934908264,15873.3342427948,15831.73692502623,15870.98759256779,
2023-12-05 20:00:00,15870.85593628217,15880.88703785069,15856.93860190047,15880.5902896476,
2023-12-05 21:00:00,15879.59450883896,15879.59450883896,15877.70894553208,15877.70894553208,
2023-12-06 14:00:00,15990.19558596765,15990.93691201839,15913.73068325755,15924.23574851042,
2023-12-06 15:00:00,15923.55719970688,15944.74537192316,15855.61922675815,15909.45712364681,
2023-12-06 16:00:00,15909.64459953619,15922.12169910804,15843.28723721023,15888.44140333325,
2023-12-06 17:00:00,15888.01281680174,15897.46110806119,15842.8669993809,15844.18444288024,
2023-12-06 18:00:00,15844.18538836683,15860.73130579993,15823.87430980841,15858.59334525453,
2023-12-06 19:00:00,15858.65875310635,15861.0645937968,15835.55201348031,15843.35324140537,
2023-12-06 20:00:00,15843.37342211041,15846.02223978657,15776.95150786797,15790.95256140882,
2023-12-06 21:00:00,15789.49077257976,15789.49077257976,15788.0482018782,15788.0482018782,
2023-12-07 14:00:00,15888.23327883742,15958.26093405176,15875.47696897303,15890.140566423,
2023-12-07 15:00:00,15887.80734517098,15985.16436510353,15886.47729033355,15974.88154228145,
2023-12-07 16:00:00,15975.37625426473,16003.4817446549,15915.97185343854,16002.98015645438,
2023-12-07 17:00:00,16003.50790892501,16031.84756682281,15991.62409078654,16015.24695188246,
2023-12-07 18:00:00,16014.74006846666,16029.57793533437,15996.32490260544,16015.17261103688,
2023-12-07 19:00:00,16014.48038954732,16042.50782195711,16004.66576809511,16005.15301798267,
2023-12-07 20:00:00,16005.39954096077,16031.3742902481,16002.7057062412,16019.18032157165,
2023-12-07 21:00:00,16020.17802656193,16022.48722175886,16020.17802656193,16022.48722175886,
2023-12-08 14:00:00,15952.85329924595,16010.05800257249,15937.57753616516,15982.25869517765,
2023-12-08 15:00:00,15998.41062189578,16095.72484988689,15998.41062189578,16088.19139026779,
2023-12-08 16:00:00,16088.35588943282,16091.69557892273,15997.78332607903,16010.63764059864,
2023-12-08 17:00:00,16010.63812197597,16051.62418791373,15979.37851612538,16050.77196839349,
2023-12-08 18:00:00,16050.8084987988,16070.0196089751,16046.99421447361,16069.11361316086,
2023-12-08 19:00:00,16069.31502780053,16100.85635921983,16065.60543541101,16095.57829468302,
2023-12-08 20:00:00,16095.84370327815,16100.54366498289,16074.24112000227,16081.67688760987,
2023-12-08 21:00:00,16083.33768049936,16084.68872089865,16083.33768049936,16084.68872089865,
2023-12-11 14:00:00,16069.61508862652,16151.16087685164,16061.87408947418,16146.18442792238,
2023-12-11 15:00:00,16150.36830064022,16184.72554793998,16124.70436150381,16165.2269039053,
2023-12-11 16:00:00,16165.01609280673,16172.94745378423,16112.12443765337,16147.33190866586,
